FUNKSFAM	N_annotations	annotation list
153932	19	153932_643060356 F2ABP8 EMBL:AEYZ01000223 EnsemblBacteria:EGE58101 PATRIC:53542863 GO:GO:0004375 GO:GO:0030170 GO:GO:0019464 Gene3D:3.40.640.10 HAMAP:MF_00711 InterPro:IPR020580 InterPro:IPR020581 InterPro:IPR003437 InterPro:IPR015424 InterPro:IPR015421 PANTHER:PTHR11773 Pfam:PF02347 SUPFAM:SSF53383 TIGRFAMs:TIGR00461
153897	5	153897_644223697 D3A1P5 EMBL:ACEO02000001 EnsemblBacteria:EFC53133 PATRIC:25464228
153831	5	153831_640025197 A0ZEM4 EMBL:AAVW01000023 EnsemblBacteria:EAW45683 PATRIC:25517299
153601	7	153601_645613024 C6PU50 EMBL:ACVI01000034 EMBL:GG770696 EnsemblBacteria:EET87250 EnsemblBacteria:EFG86556 PATRIC:26467289
153373	12	153373_644090784 D1BNW8 EMBL:CP001820 RefSeq:YP_003312355.1 EnsemblBacteria:ACZ25075 GeneID:8636881 KEGG:vpr:Vpar_1397 PATRIC:32532102 HOGENOM:HOG000097660 OMA:MESENYL OrthoDB:EOG6P071T BioCyc:VPAR479436:GHOS-1442-MONOMER
153216	4	153216_641413330 A8SQP3 EMBL:ABEY02000006 EnsemblBacteria:EDP27030
153102	13	153102_645642413 E6UT97 EMBL:CP002416 RefSeq:YP_005689293.1 EnsemblBacteria:ADU75842 GeneID:12422618 KEGG:ctx:Clo1313_2862 PATRIC:45480897 BioCyc:CTHE637887:GLBN-2927-MONOMER InterPro:IPR025978 InterPro:IPR003615 Pfam:PF13395 SMART:SM00507
152893	11	152893_643956702 D5UBG6 EMBL:CP001959 RefSeq:YP_003634238.1 REBASE:26083 EnsemblBacteria:ADG72039 GeneID:9142960 KEGG:brm:Bmur_1961 PATRIC:38146108 HOGENOM:HOG000037367 BioCyc:BMUR526224:GHIV-1993-MONOMER
152703	5	152703_644639609 C3CC23 EMBL:ACMY01000188 EnsemblBacteria:EEM19208 PATRIC:31026068
152669	10	152669_645580446 D9SCA6 EMBL:CP002159 RefSeq:YP_003846335.1 EnsemblBacteria:ADL54571 GeneID:9611853 KEGG:gca:Galf_0528 PATRIC:42337643 HOGENOM:HOG000024700 BioCyc:GCAP395494:GHXI-543-MONOMER
151978	11	151978_644282962 E3DAQ9 EMBL:CP002104 RefSeq:YP_003986176.1 EnsemblBacteria:ADP39153 GeneID:9904643 KEGG:gvg:HMPREF0421_21071 PATRIC:42629017 HOGENOM:HOG000273746 OrthoDB:EOG6K140X BioCyc:GVAG525284:GI3V-1110-MONOMER
151065	6	151065_641135025 A6DZU2 EMBL:ABCL01000004 ProteinModelPortal:A6DZU2 EnsemblBacteria:EDM31865 PATRIC:28156283
151011	5	151011_642204982 B0PA15 EMBL:ABGD02000012 EnsemblBacteria:EDS11693 PATRIC:24513462
150972	8	150972_643166771 D4KT30 EMBL:FP929049 RefSeq:YP_007833073.1 EnsemblBacteria:CBL10032 GeneID:15221486 KEGG:rim:ROI_31690 PATRIC:43144568
150714	5	150714_641140493 A6EF92 EMBL:ABCM01000011 EnsemblBacteria:EDM35789 PATRIC:31340513
150499	8	150499_643194602 E2N059 EMBL:ABZV01000002 EnsemblBacteria:EEB66692 PATRIC:30377807 Gene3D:3.40.50.1000 InterPro:IPR023214 SUPFAM:SSF56784
150461	4	150461_644421226 D7W554 EMBL:ACKQ02000007 EnsemblBacteria:EFK35243
150369	5	150369_642810298 B3CCQ5 EMBL:ABJL02000008 EnsemblBacteria:EDV03073 PATRIC:27032288
150280	10	150280_642884548 E0UD39 EMBL:CP002198 RefSeq:YP_003886194.1 EnsemblBacteria:ADN12919 GeneID:9737365 KEGG:cyj:Cyan7822_0904 PATRIC:42282326 OMA:PWARIRL BioCyc:CSP497965:GJAC-912-MONOMER
149740	5	149740_641441784 A8USP7 EMBL:ABHJ01000002 EnsemblBacteria:EDP76174 PATRIC:38512161
149327	5	149327_642198267 B0NRF5 EMBL:ABFZ02000019 EnsemblBacteria:EDS15454 PATRIC:27169650
149008	9	149008_642984633 Q69BD2 EMBL:AY394561 EMBL:AY714214 RefSeq:YP_063449.1 RefSeq:YP_247564.1 GeneID:3429192 GeneID:4600252 ProtClustDB:CLSK708146
148816	20	148816_644078492 D1CB77 EMBL:CP001825 RefSeq:YP_003322864.1 EnsemblBacteria:ACZ42042 GeneID:8645622 KEGG:ttr:Tter_1127 PATRIC:32502430 HOGENOM:HOG000253110 OMA:GQHWTGY OrthoDB:EOG68SVW9 BioCyc:TTER525904:GHMJ-1167-MONOMER GO:GO:0003824 GO:GO:0005975 Gene3D:3.20.20.80 InterPro:IPR025092 InterPro:IPR013781 InterPro:IPR017853 Pfam:PF13199 SUPFAM:SSF51445
148764	5	148764_644281604 C2CRJ9 EMBL:ACGE01000112 EnsemblBacteria:EEI77774 PATRIC:27673923
148668	5	148668_644609660 C2ZXS3 EMBL:ACMT01000280 EnsemblBacteria:EEL90840 PATRIC:24820010
148563	14	148563_645143547 D5SU59 EMBL:CP001744 RefSeq:YP_003631311.1 EnsemblBacteria:ADG69112 GeneID:9140014 KEGG:plm:Plim_3299 PATRIC:38243586 OMA:GQESIRI BioCyc:PLIM521674:GKE7-3362-MONOMER Gene3D:2.130.10.10 InterPro:IPR011044 InterPro:IPR015943 SUPFAM:SSF50969
148554	5	148554_644269711 C0FR54 EMBL:ACFY01000052 EnsemblBacteria:EEG94916 PATRIC:30047789
148529	4	148529_645275452 E4VVB9 EMBL:EQ973213 EnsemblBacteria:EFR52878
148496	13	148496_640677228 Q4QLY4 EMBL:CP000057 RefSeq:YP_248623.1 STRING:281310.NTHI1094 EnsemblBacteria:AAX87963 GeneID:3430388 KEGG:hit:NTHI1094 PATRIC:20182349 eggNOG:NOG120881 OrthoDB:EOG61GGDG ProtClustDB:CLSK2525449 BioCyc:HINF281310:GJ89-1040-MONOMER
147908	15	147908_644168263 E2NGK1 EMBL:ACCH01000243 ProteinModelPortal:E2NGK1 EnsemblBacteria:EEF88975 PATRIC:26974914 GO:GO:0008810 GO:GO:0016985 GO:GO:0006080 Gene3D:3.20.20.80 InterPro:IPR022790 InterPro:IPR013781 InterPro:IPR017853 Pfam:PF02156 SUPFAM:SSF51445
147771	4	147771_645279312 K5ZXS2 EMBL:ACUA01000003 EnsemblBacteria:EKN31787
147659	11	147659_645149975 D1AK89 EMBL:CP001739 RefSeq:YP_003308936.1 EnsemblBacteria:ACZ09005 GeneID:8597616 KEGG:str:Sterm_2151 PATRIC:32408276 OMA:EYLRTWI OrthoDB:EOG6BCSR3 BioCyc:STER526218:GHLD-2161-MONOMER
147402	5	147402_640221351 A1ZNA5 EMBL:AAWS01000017 EnsemblBacteria:EAY28286 PATRIC:26277372
147304	12	147304_645151501 D1ARG7 EMBL:CP001739 RefSeq:YP_003310384.1 EnsemblBacteria:ACZ10453 GeneID:8599065 KEGG:str:Sterm_3619 PATRIC:32411294 HOGENOM:HOG000109167 OMA:YQLFERN OrthoDB:EOG6N67Z9 BioCyc:STER526218:GHLD-3651-MONOMER
147226	5	147226_645511296 C7H0T8 EMBL:ACON01000003 EnsemblBacteria:EEU03578 PATRIC:30672842
146554	5	146554_644450560 C2M4U6 EMBL:ACLQ01000016 EnsemblBacteria:EEK14766 PATRIC:30365070
146312	5	146312_643138702 B6WTS8 EMBL:ABXU01000035 EnsemblBacteria:EEB33610 PATRIC:27361011
146043	7	146043_645482151 C4V338 EMBL:ACLA01000013 EnsemblBacteria:EEQ48650 PATRIC:25816578 InterPro:IPR025157 Pfam:PF13332
145830	7	145830_643139367 B6WVN2 EMBL:ABXU01000065 EnsemblBacteria:EEB32938 PATRIC:27362060 InterPro:IPR016181 SUPFAM:SSF55729
145806	5	145806_643195370 E2N2K6 EMBL:ABZV01000007 EnsemblBacteria:EEB65868 PATRIC:30379310
145397	5	145397_645276880 E4VY10 EMBL:EQ973215 EnsemblBacteria:EFR54344 PATRIC:27024357
145393	6	145393_645481557 C4V1F7 EMBL:ACLA01000005 ProteinModelPortal:C4V1F7 EnsemblBacteria:EEQ49283 PATRIC:25818465
145289	10	145289_644168474 E2NH62 EMBL:ACCH01000266 EnsemblBacteria:EEF88740 PATRIC:26975262 GO:GO:0070694 GO:GO:0050144 GO:GO:0009159 Gene3D:3.40.50.1810 InterPro:IPR007710
144884	5	144884_645477451 C6M635 EMBL:ACKO02000011 EnsemblBacteria:EET44263 PATRIC:28213453
144825	5	144825_643169518 B5VZR3 EMBL:ABYK01000011 EnsemblBacteria:EDZ95288 PATRIC:24529934
144816	6	144816_641057507 A7BET0 EMBL:AAYI02000004 EnsemblBacteria:EDN81704 PATRIC:24377288 OrthoDB:EOG6SJJRP
144765	5	144765_639205184 Q0YTM7 EMBL:AASE01000003 EnsemblBacteria:EAT59528 PATRIC:27056654
144703	12	144703_645150856 D1AFS1 EMBL:CP001739 RefSeq:YP_003307887.1 EnsemblBacteria:ACZ07956 GeneID:8596567 KEGG:str:Sterm_1088 PATRIC:32406128 HOGENOM:HOG000109106 OMA:HFSMNRF OrthoDB:EOG6GBM83 BioCyc:STER526218:GHLD-1097-MONOMER
144623	15	144623_642152570 B1AI76 EMBL:CP000942 RefSeq:YP_001752170.1 STRING:505682.UPA3_0090 EnsemblBacteria:ACA32848 GeneID:6155276 KEGG:upa:UPA3_0090 PATRIC:20532400 eggNOG:NOG84058 HOGENOM:HOG000039945 OMA:SSFCEET OrthoDB:EOG6XQ3P7 ProtClustDB:CLSK2517132 BioCyc:UPAR505682:GHAZ-90-MONOMER
144496	10	144496_643957378 D5UAT8 EMBL:CP001959 RefSeq:YP_003634010.1 EnsemblBacteria:ADG71811 GeneID:9142723 KEGG:brm:Bmur_1727 PATRIC:38145632 HOGENOM:HOG000096934 BioCyc:BMUR526224:GHIV-1756-MONOMER
144436	5	144436_644207760 C0ECZ4 EMBL:ACEC01000058 EnsemblBacteria:EEG30646 PATRIC:30589960
144093	5	144093_644126409 C0VHC9 EMBL:ABYN01000046 EnsemblBacteria:EEH69891 PATRIC:24347609
144007	11	144007_638351870 Q3XZM2 EMBL:CP003583 EMBL:AAAK03000031 RefSeq:YP_006376562.1 EnsemblBacteria:AFK59580 EnsemblBacteria:EAN09673 GeneID:13000652 KEGG:efu:HMPREF0351_11956 BioCyc:EFAE333849:GLCV-1993-MONOMER GO:GO:0016301
143902	4	143902_641096920 A7BS24 EMBL:ABBZ01000116 EnsemblBacteria:EDN70661
143881	5	143881_644169322 E2NJJ7 EMBL:ACCH01000347 EnsemblBacteria:EEF87917 PATRIC:26976761
143839	7	143839_643922582 I7HES0 EMBL:AP012492 RefSeq:YP_007600630.1 EnsemblBacteria:BAM31999 GeneID:14952274 KEGG:hcb:HCBAA847_0761
143548	7	143548_639085788 Q26D99 EMBL:AAPD01000004 EnsemblBacteria:EAS19380 PATRIC:27386778 InterPro:IPR003615 SMART:SM00507
143331	12	143331_645178654 D2B347 EMBL:CP001814 RefSeq:YP_003338270.1 EnsemblBacteria:ACZ85527 GeneID:8665839 KEGG:sro:Sros_2553 PATRIC:32467079 HOGENOM:HOG000243402 OMA:TGSRVRN OrthoDB:EOG6PW20G BioCyc:SROS479432:GI0V-2575-MONOMER
142856	5	142856_639048360 Q2CCC9 EMBL:AAOT01000031 EnsemblBacteria:EAR50304 PATRIC:28499479
142725	6	142725_644275886 C2CH78 EMBL:ACGC01000046 REBASE:21618 EnsemblBacteria:EEI83074 PATRIC:24492424
142118	7	142118_642023619 B0MM69 EMBL:ABCA03000040 EnsemblBacteria:EDS01252 PATRIC:30675563 Gene3D:2.120.10.30 InterPro:IPR011042
142117	5	142117_644722368 C3JAF6 EMBL:ACNN01000020 EnsemblBacteria:EEN82826 PATRIC:29513268
142103	14	142103_645593570 D0KG39 EMBL:CP001790 RefSeq:YP_003257963.1 STRING:561231.Pecwa_0523 EnsemblBacteria:ACX86356 GeneID:8528887 KEGG:pwa:Pecwa_0523 PATRIC:32275268 eggNOG:NOG324891 HOGENOM:HOG000102039 OMA:HYENGIA OrthoDB:EOG6TFCWP BioCyc:PWAS561231:GHO0-537-MONOMER
141836	5	141836_642794353 B3JJJ4 EMBL:ABIY02000086 EnsemblBacteria:EDV00923 PATRIC:26984362
141742	22	141742_642044063 F2HAS9 EMBL:CP001907 RefSeq:YP_005570825.1 ProteinModelPortal:F2HAS9 EnsemblBacteria:AEA14534 GeneID:12181456 KEGG:btc:CT43_CH0844 PATRIC:54154338 KO:K02495 BioCyc:BTHU541229:GL8T-941-MONOMER GO:GO:0003824 GO:GO:0051536 GO:GO:0008152 Gene3D:3.80.30.20 InterPro:IPR023995 InterPro:IPR006638 InterPro:IPR007197 InterPro:IPR023404 Pfam:PF04055 SMART:SM00729 TIGRFAMs:TIGR03994
141640	5	141640_645468816 C5QP38 EMBL:ACJB01000031 EnsemblBacteria:EES41370 PATRIC:31398364
141562	7	141562_644159303 B9Y5G5 EMBL:ACCF01000059 EnsemblBacteria:EEF68761 PATRIC:27540772 InterPro:IPR003740 Pfam:PF02588
140767	5	140767_641895858 B0MFU9 EMBL:ABAX03000014 EnsemblBacteria:EDR96969 PATRIC:24507110
140550	5	140550_641894403 B0MB17 EMBL:ABAX03000005 EnsemblBacteria:EDR98692 PATRIC:24504350
140225	8	140225_641130456 A6DLW1 EMBL:ABCK01000010 EnsemblBacteria:EDM27259 EnsemblBacteria:EDM27273 PATRIC:29244283 InterPro:IPR017853 SUPFAM:SSF51445
139862	14	139862_637196778 A1INM9 EMBL:AL157959 PIR:C81991 RefSeq:YP_002341570.1 STRING:122587.NMA0007 EnsemblBacteria:CAM07336 GeneID:906024 KEGG:nma:NMA0007 HOGENOM:HOG000218640 OMA:RTERYID OrthoDB:EOG6VF32F ProtClustDB:CLSK263699 BioCyc:NMEN122587:GI3Q-7-MONOMER
139761	9	139761_642813047 B3CIY5 EMBL:ABJL02000008 EnsemblBacteria:EDV05783 PATRIC:27037599 Gene3D:2.60.40.10 InterPro:IPR013783 InterPro:IPR011050 SUPFAM:SSF51126
139755	10	139755_643983318 D4H3Q6 EMBL:CP001968 RefSeq:YP_003505114.1 EnsemblBacteria:ADD69158 GeneID:8876763 KEGG:dap:Dacet_2396 PATRIC:35354799 HOGENOM:HOG000228113 BioCyc:DACE522772:GHC2-2428-MONOMER
139150	5	139150_645232353 D6AVD6 EMBL:DS999644 EnsemblBacteria:EFE78384 PATRIC:25415504
139126	5	139126_644148681 D1PG48 EMBL:ACBX02000038 EnsemblBacteria:EFB34303 OrthoDB:EOG61ZTFW
139052	5	139052_644335977 C2G1G4 EMBL:ACHB01000079 EnsemblBacteria:EEI90873 PATRIC:29432458
138925	5	138925_638959247 A3YX33 EMBL:AANO01000004 EnsemblBacteria:EAQ75531 PATRIC:29897924
138854	6	138854_644176889 C0CWY3 EMBL:ACCJ01000068 ProteinModelPortal:C0CWY3 EnsemblBacteria:EEG56443 PATRIC:25237677
138599	5	138599_644160573 B9Y917 EMBL:ACCF01000135 EnsemblBacteria:EEF67531 PATRIC:27542916
138416	3	138416_638649325 S8N1J8 EMBL:ALRN01000005
138164	14	138164_641416289 D2BGH3 EMBL:CP001827 RefSeq:YP_003329751.1 EnsemblBacteria:ACZ61423 GeneID:8657205 KEGG:dev:DhcVS_261 PATRIC:32057424 HOGENOM:HOG000010153 OMA:EIKLVMD OrthoDB:EOG6BW4TR BioCyc:DSP311424:GJ8J-246-MONOMER InterPro:IPR027417 SUPFAM:SSF52540
137888	10	137888_642103986 Q4ZFS9 EMBL:AY737555 EMBL:AB236337 EMBL:AB444205 RefSeq:YP_002291128.1 RefSeq:YP_473471.1 GeneID:3897017 GeneID:7003488 ProtClustDB:CLSK2527421
137666	5	137666_641142470 A6EKT8 EMBL:ABCM01000038 EnsemblBacteria:EDM33917 PATRIC:31344464
137222	5	137222_641121960 A6CY30 EMBL:ABCH01000005 EnsemblBacteria:EDL54897 PATRIC:28380849
137209	5	137209_645133089 B9XFY2 EMBL:ABOX02000011 EnsemblBacteria:EEF61144 PATRIC:31324935
137060	12	137060_644303837 E1PCE4 EMBL:CP001671 RefSeq:YP_006107348.1 EnsemblBacteria:ADN47817 GeneID:12728660 KEGG:eab:ECABU_c33520 PATRIC:42951596 OMA:WSDPNAI BioCyc:ECOL655817:GI9N-3261-MONOMER InterPro:IPR027417 SUPFAM:SSF52540
136393	5	136393_643918221 C5ESN7 EMBL:DS990262 EnsemblBacteria:EEQ61031 PATRIC:27123501
136380	14	136380_645567590 Q72AH2 EMBL:AE017285 RefSeq:YP_011238.1 STRING:882.DVU2023 EnsemblBacteria:AAS96498 GeneID:2793358 KEGG:dvu:DVU2023 PATRIC:32063760 eggNOG:NOG125775 OMA:FFRSAQG OrthoDB:EOG6Z0QBQ ProtClustDB:CLSK830266 BioCyc:DVUL882:GJIL-2066-MONOMER
136195	5	136195_640745550 A8Z6N4 EMBL:CP000792 EnsemblBacteria:ABW74813 OMA:IPLMWET
135930	5	135930_643100482 B7ATL1 EMBL:ABVQ01000036 EnsemblBacteria:EEC56995 PATRIC:27049972
135880	5	135880_645627274 C3JC43 EMBL:ACNN01000029 EnsemblBacteria:EEN82220 PATRIC:29514377
135785	7	135785_644314440 E7FRZ5 EMBL:ACGS02000044 EMBL:AFYE01000053 EnsemblBacteria:EFZ34277 EnsemblBacteria:EGX98390 OrthoDB:EOG6DNT7T
135314	6	135314_641040522 A7A5C6 EMBL:AAXD02000018 EnsemblBacteria:EDN84109 PATRIC:27188410 OrthoDB:EOG69SKCW
135239	11	135239_644181764 C0DAS7 EMBL:ACCJ01000539 EnsemblBacteria:EEG51541 PATRIC:25245773 Gene3D:2.60.120.10 InterPro:IPR013096 InterPro:IPR014710 InterPro:IPR011051 Pfam:PF07883 SUPFAM:SSF51182
134746	5	134746_644166950 E2NCV5 EMBL:ACCH01000160 EnsemblBacteria:EEF90264 PATRIC:26972509
134548	8	134548_643128877 C4F7P8 EMBL:ABXH02000002 EnsemblBacteria:EEP45271 PATRIC:31038343 GO:GO:0016787 InterPro:IPR024654 Pfam:PF12850
134453	8	134453_639873552 Q0FKF9 EMBL:AATQ01000040 PRIDE:Q0FKF9 EnsemblBacteria:EAU44695 PATRIC:28146670 InterPro:IPR003615 SMART:SM00507
134387	10	134387_645579675 D9SGT6 EMBL:CP002159 RefSeq:YP_003847497.1 EnsemblBacteria:ADL55733 GeneID:9613082 KEGG:gca:Galf_1722 PATRIC:42340106 HOGENOM:HOG000229786 BioCyc:GCAP395494:GHXI-1772-MONOMER
134335	8	134335_644449653 C2M2B2 EMBL:ACLQ01000003 EnsemblBacteria:EEK15687 PATRIC:30363361 Gene3D:3.40.1580.10 InterPro:IPR018958 SMART:SM00860
134334	5	134334_640999515 A5Z8W2 EMBL:AAVL02000036 EnsemblBacteria:EDM50835 PATRIC:31244407
134091	13	134091_641475733 I7F2W9 EMBL:CP002976 RefSeq:YP_006574469.1 ProteinModelPortal:I7F2W9 EnsemblBacteria:AFO92750 GeneID:13422223 KEGG:pga:PGA1_c31020 BioCyc:PGAL391619:GLIE-3064-MONOMER InterPro:IPR007569 InterPro:IPR011335 Pfam:PF04480 SUPFAM:SSF52980
133991	12	133991_642873614 D3EJU0 EMBL:CP001793 RefSeq:YP_003243570.1 EnsemblBacteria:ACX65763 GeneID:8517710 KEGG:gym:GYMC10_3526 PATRIC:32155569 HOGENOM:HOG000158573 OMA:WHIIATE OrthoDB:EOG6XQ3WP BioCyc:PSP481743:GH8K-3573-MONOMER
133942	6	133942_641435987 A8U7M1 EMBL:ABHH01000006 PRIDE:A8U7M1 EnsemblBacteria:EDP68709 PATRIC:31240402
133893	14	133893_645534231 E8WV05 EMBL:CP002479 RefSeq:YP_004200820.1 EnsemblBacteria:ADW15544 GeneID:10199764 KEGG:geb:GM18_4129 PATRIC:46952204 HOGENOM:HOG000156236 OMA:CESKCYQ BioCyc:GSP443143:GHZL-4205-MONOMER GO:GO:0009294 InterPro:IPR003488 Pfam:PF02481
133809	5	133809_639205495 Q0YSR7 EMBL:AASE01000005 EnsemblBacteria:EAT59363 PATRIC:27057339
133793	8	133793_643101312 B7AUB5 EMBL:ABVQ01000037 EnsemblBacteria:EEC55806 PATRIC:27047726 GO:GO:0016787 Gene3D:3.40.50.1110 InterPro:IPR013831
133364	7	133364_642809403 B3C9X7 EMBL:ABJL02000007 EnsemblBacteria:EDV06206 PATRIC:27030535 InterPro:IPR026413 TIGRFAMs:TIGR04116
131335	5	131335_642808769 B3C6W7 EMBL:ABJL02000006 EnsemblBacteria:EDV07091 PATRIC:27029310
130646	5	130646_644154702 C0CHR1 EMBL:ACBZ01000015 EnsemblBacteria:EEG50661 PATRIC:38358447
214306	17	214306_638665599 C8U0N6 EMBL:AP010958 RefSeq:YP_003224882.1 STRING:585395.ECO103_5069 EnsemblBacteria:BAI33748 GeneID:8474464 KEGG:eoh:ECO103_5069 PATRIC:32102429 eggNOG:NOG77896 HOGENOM:HOG000064789 OMA:DFCGRYL OrthoDB:EOG6T4S0K ProtClustDB:CLSK938100 BioCyc:ECOL585395:GJA9-5258-MONOMER InterPro:IPR027417 SUPFAM:SSF52540
214192	5	214192_641167011 A6GJW3 EMBL:ABCS01000170 EnsemblBacteria:EDM73842 PATRIC:29505473
213963	4	213963_645630533 C6R864 EMBL:ACVP01000011 EnsemblBacteria:EET77863
213905	4	213905_644101186 C0B6Y4 EMBL:ABVR01000037 EnsemblBacteria:EEG90677
213887	5	213887_644707777 C3HU09 EMBL:ACNJ01000256 EnsemblBacteria:EEM85972 PATRIC:28951610
213360	5	213360_644721932 C3J976 EMBL:ACNN01000012 EnsemblBacteria:EEN83306 PATRIC:29512474
213320	5	213320_645440547 C5Q846 EMBL:ACHE01000035 EnsemblBacteria:EES58750 PATRIC:31391878
212883	5	212883_644201351 C0DUY6 EMBL:ACEA01000018 EnsemblBacteria:EEG24157 PATRIC:29267355
212754	7	212754_644295768 E2YSB3 EMBL:AEBZ01000004 EMBL:AJEF01000017 EnsemblBacteria:EFQ17404 EnsemblBacteria:EOI90817 PATRIC:44878905
212594	4	212594_644206663 C0E9W5 EMBL:ACEC01000025 EnsemblBacteria:EEG31720
211926	8	211926_640612913 A4E8H4 EMBL:AAVN02000002 EnsemblBacteria:EBA40190 GO:GO:0003677 GO:GO:0006304 InterPro:IPR000055 Pfam:PF01420
211583	7	211583_643138985 B6WUI0 EMBL:ABXU01000055 EnsemblBacteria:EEB33355 PATRIC:27361446 Gene3D:2.130.10.10 InterPro:IPR015943
211540	4	211540_644267726 D4CFG4 EMBL:ACFX02000033 EnsemblBacteria:EFE11550
210706	5	210706_641411826 A8SKS7 EMBL:ABEE02000016 EnsemblBacteria:EDP24186 PATRIC:25888166
210288	5	210288_644168885 E2NIB6 EMBL:ACCH01000303 EnsemblBacteria:EEF88337 PATRIC:26975997
209845	5	209845_640628711 A3IW05 EMBL:AAXW01000047 EnsemblBacteria:EAZ89316 PATRIC:27730838
209703	12	209703_645579834 D9SDM5 EMBL:CP002159 RefSeq:YP_003846546.1 EnsemblBacteria:ADL54782 GeneID:9612076 KEGG:gca:Galf_0745 PATRIC:42338084 HOGENOM:HOG000151545 BioCyc:GCAP395494:GHXI-766-MONOMER Gene3D:3.40.1440.10 InterPro:IPR027299
209288	8	209288_641097704 A7BUA7 EMBL:ABBZ01000316 REBASE:23744 EnsemblBacteria:EDN69876 GO:GO:0004519 InterPro:IPR003615 SMART:SM00507
209274	4	209274_645478000 C6M7M3 EMBL:ACKO02000016 EnsemblBacteria:EET43771
208903	5	208903_643196336 E2N5B4 EMBL:ABZV01000018 EnsemblBacteria:EEB64913 PATRIC:30381253
208525	12	208525_642328373 D2QAX9 EMBL:CP001750 RefSeq:YP_003360789.1 EnsemblBacteria:ADB09965 GeneID:8692144 KEGG:bde:BDP_1352 PATRIC:31956855 HOGENOM:HOG000052769 OMA:KYAFEIM OrthoDB:EOG6DJZ50 BioCyc:BDEN401473:GH09-1314-MONOMER
208248	4	208248_642421206 B1FU19 EMBL:ABLD01000001 EnsemblBacteria:EDT12973
208036	5	208036_643100797 B7ARU4 EMBL:ABVQ01000036 EnsemblBacteria:EEC57290 PATRIC:27050564
207534	5	207534_640217934 A1ZDM9 EMBL:AAWS01000002 EnsemblBacteria:EAY31768 PATRIC:26270765
206570	5	206570_644269452 C0FQE5 EMBL:ACFY01000040 EnsemblBacteria:EEG95167 PATRIC:30047299
205987	5	205987_643913911 C5EJB0 EMBL:DS990260 EnsemblBacteria:EEQ56685 PATRIC:27115103
205736	5	205736_644137998 C9L4T6 EMBL:ABYU02000010 EnsemblBacteria:EEX22770 PATRIC:36956941
205714	7	205714_640612455 A4E775 EMBL:AAVN02000001 EnsemblBacteria:EBA40584 PATRIC:31034260 InterPro:IPR016024 SUPFAM:SSF48371
205688	8	205688_644276499 C2CIW9 EMBL:ACGC01000076 EnsemblBacteria:EEI82479 PATRIC:24493983 Gene3D:3.40.30.10 InterPro:IPR012336 SUPFAM:SSF52833
205407	5	205407_644205841 C0E7K2 EMBL:ACEB01000053 EnsemblBacteria:EEG25377 PATRIC:25308068
205297	5	205297_644369186 C4GEA7 EMBL:ACIP02000007 EnsemblBacteria:EEP27359 PATRIC:28587863
204654	11	204654_644282978 E3DAP2 EMBL:CP002104 RefSeq:YP_003986159.1 EnsemblBacteria:ADP39136 GeneID:9904626 KEGG:gvg:HMPREF0421_21054 PATRIC:42628993 HOGENOM:HOG000106835 OrthoDB:EOG689HSB BioCyc:GVAG525284:GI3V-1093-MONOMER
203860	5	203860_644202405 C0DXW9 EMBL:ACEA01000048 EnsemblBacteria:EEG23096 PATRIC:29269216
203598	12	203598_645132319 B9XDR8 EMBL:ABOX02000006 ProteinModelPortal:B9XDR8 EnsemblBacteria:EEF62214 PATRIC:31323266 GO:GO:0003824 GO:GO:0005975 Gene3D:3.20.20.80 InterPro:IPR013781 InterPro:IPR017853 SUPFAM:SSF51445
203466	4	203466_642848307 J7SW16 EMBL:ABKW02000003 EnsemblBacteria:EDU37894
203385	6	203385_643102085 B7AWI6 EMBL:ABVQ01000037 PRIDE:B7AWI6 EnsemblBacteria:EEC56577 PATRIC:27049168
203057	11	203057_642200093 B0NW99 EMBL:ABFZ02000023 EnsemblBacteria:EDS13601 PATRIC:27173010 GO:GO:0008080 Gene3D:3.40.630.30 InterPro:IPR016181 InterPro:IPR000182 Pfam:PF00583 SUPFAM:SSF55729
202994	5	202994_643122905 B6W3C4 EMBL:ABWZ01000075 EnsemblBacteria:EEB23364 PATRIC:27000603
202842	5	202842_641410933 A8SHR3 EMBL:ABED02000029 EnsemblBacteria:EDP20648 PATRIC:30689355
202734	5	202734_644189387 C6LJ27 EMBL:ACCL02000019 EnsemblBacteria:EET59347 PATRIC:29037723
202312	6	202312_645648175 C7HV79 EMBL:ACXU01000017 EnsemblBacteria:EEU12391 PATRIC:24496852 OrthoDB:EOG6WQDF5
201231	5	201231_643138890 B6WUB5 EMBL:ABXU01000048 EnsemblBacteria:EEB33428 PATRIC:27361285
200208	11	200208_638471745 Q4HNI9 EMBL:AAFJ01000013 ProteinModelPortal:Q4HNI9 REBASE:10912 EnsemblBacteria:EAL52337 PATRIC:27778017 GO:GO:0008168 GO:GO:0003676 InterPro:IPR002052 PROSITE:PS00092
199978	5	199978_643194878 E2N169 EMBL:ABZV01000004 EnsemblBacteria:EEB66329 PATRIC:30378341
199642	5	199642_645575355 C5UYA4 EMBL:ACSC01000002 EnsemblBacteria:EES49497 PATRIC:26431026
199448	5	199448_644434254 C2L028 EMBL:ACKX01000200 EnsemblBacteria:EEJ50624 PATRIC:28541829
199407	5	199407_638747522 A3L897 EMBL:CH482384 EnsemblBacteria:EAZ57614 PATRIC:25551622
